return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET009276,ORD0040346,SKU009690,2025-08-28,different sku received,535.15,Processed
RET009277,ORD0085364,SKU005728,2025-02-11,dont want it now,180.53,Processed
RET009278,ORD0112510,SKU003195,2026-03-30,size too small,648.18,Processed
RET009279,ORD0114548,SKU004371,2025-04-13,Damaged in transit,101.4,Processed
RET009280,ORD0018915,SKU007988,2025-03-30,Not what I ordered,422.82,Processed
RET009281,ORD0087592,SKU000668,2025-03-20,quality not as expected,766.57,Processed
RET009282,ORD0111563,SKU002344,2026-03-29,product was cracked,658.18,Processed
RET009283,ORD0062402,SKU011180,2025-07-30,Not what I ordered,151.84,Pending
RET009284,ORD0077364,SKU010993,2026-05-23,quality not as expected,986.26,Processed
RET009285,ORD0018612,SKU009445,2025-10-23,ordered by mistake,275.81,Processed
RET009286,ORD0050164,SKU006730,2025-03-05,found cheaper elsewhere,1478.1,Processed
RET009287,ORD0087592,SKU007191,2025-03-25,fabric quality bad,804.85,Processed
RET009288,ORD0031003,SKU004346,2025-11-30,battery dead,665.84,Processed
RET009289,ORD0114387,SKU001784,2025-05-26,late delivery no longer needed,479.36,Processed
RET009290,ORD0018610,SKU002361,2026-06-27,Not what I ordered,704.28,Processed
RET009291,ORD0103819,SKU001915,2026-07-13,Doesn't fit properly,235.97,Processed
RET009292,ORD0101076,SKU008113,2026-11-20,Damaged in transit,221.01,Processed
RET009293,ORD0008404,SKU001358,2025-05-24,product was cracked,239.78,Processed
RET009294,ORD0094013,SKU006919,2025-12-05,Size issue,204.47,Processed
RET009295,ORD0024375,SKU000454,2025-02-09,SIZE PROBLEM,1175.88,Processed
RET009296,ORD0104588,SKU002558,2025-02-27,Quality issue,1092.93,Rejected
RET009297,ORD0010367,SKU000473,2026-10-27,SIZE PROBLEM,689.42,Processed
RET009298,ORD0009936,SKU007452,2025-03-11,arrived after event,663.74,Processed
RET009299,ORD0004151,SKU012178,2025-06-08,cheap material,922.35,Processed
RET009300,ORD0008598,SKU004772,2025-04-11,Delayed delivery,360.55,Processed
RET009301,ORD0058237,SKU010731,2025-01-16,SIZE PROBLEM,589.73,Pending
RET009302,ORD0016303,SKU005879,2025-04-09,product was cracked,103.75,Processed
RET009303,ORD0079825,SKU000809,2026-02-28,Quality issue,866.97,Processed
RET009304,ORD0065458,SKU007184,2025-02-18,not durable,992.79,Processed
RET009305,ORD0069123,SKU007659,2025-12-28,not as described,1340.1,Processed
RET009306,ORD0095201,SKU007056,2026-02-15,received different product,620.7,Processed
RET009307,ORD0086174,SKU012130,2025-09-16,different from website photo,540.63,Processed
RET009308,ORD0062937,SKU001354,2026-04-18,size chart misleading,983.28,Processed
RET009309,ORD0000956,SKU008248,2025-03-23,Size issue,508.3,Processed
RET009310,ORD0060633,SKU003407,2025-09-11,received different product,970.48,Pending
RET009311,ORD0030316,SKU008685,2025-12-10,defective piece,1167.31,Processed
RET009312,ORD0060434,SKU000012,2025-12-24,not as described,661.45,Processed
RET009313,ORD0070751,SKU002526,2025-08-21,arrived after event,1101.6,Processed
RET009314,ORD0061757,SKU002188,2025-05-19,ordered by mistake,718.87,Processed
RET009315,ORD0108136,SKU007927,2026-02-13,arrived damaged!!,139.68,Pending
RET009316,ORD0029061,SKU003320,2025-05-17,poor quality,541.47,Processed
RET009317,ORD0118922,SKU010556,2025-10-16,Size issue,379.56,Processed
RET009318,ORD0071096,SKU011915,2026-11-28,wrong item sent,331.63,Processed
RET009319,ORD0066223,SKU006626,2026-11-09,broken on arrival,307.03,Processed
RET009320,ORD0097130,SKU003449,2025-09-10,stopped working after a day,1356.55,Processed
RET009321,ORD0115606,SKU002536,2025-04-25,arrived after event,432.69,Processed
RET009322,ORD0014346,SKU004050,2026-05-07,SIZE PROBLEM,2577.46,Processed
RET009323,ORD0034889,SKU005863,2025-09-24,Damaged in transit,350.48,Processed
RET009324,ORD0064172,SKU005742,2025-03-07,SIZE PROBLEM,1234.54,Processed
RET009325,ORD0019872,SKU006340,2025-10-16,size too small,905.21,Processed
RET009326,ORD0036957,SKU002065,2026-01-29,looks different online,862.28,Processed
RET009327,ORD0084709,SKU006321,2025-10-29,cheap material,2545.48,Processed
RET009328,ORD0087732,SKU001026,2026-11-14,received different product,1342.83,Processed
RET009329,ORD0056201,SKU012475,2025-10-03,late delivery no longer needed,1751.91,Processed
RET009330,ORD0110805,SKU002522,2025-06-01,item damaged,584.53,Processed
RET009331,ORD0015318,SKU005921,2025-04-20,Size issue,996.04,Processed
RET009332,ORD0086878,SKU002857,2025-09-30,not as described,515.08,Rejected
RET009333,ORD0055178,SKU009395,2025-04-09,colour different from image,163.92,Processed
RET009334,ORD0102846,SKU010276,2025-06-04,didnt fit,425.4,Processed
RET009335,ORD0111167,SKU009455,2025-08-02,size chart misleading,358.25,Processed
RET009336,ORD0003450,SKU009364,2025-11-20,Doesn't fit properly,732.37,Processed
RET009337,ORD0076903,SKU003103,2025-02-21,ordered by mistake,358.12,Processed
RET009338,ORD0006138,SKU007471,2026-11-28,arrived after event,261.44,Pending
RET009339,ORD0007832,SKU006614,2026-06-06,misleading description,133.55,Processed
RET009340,ORD0030641,SKU001646,2026-02-26,didnt fit,506.64,Processed
RET009341,ORD0095734,SKU009308,2026-01-05,quality not as expected,77.47,Pending
RET009342,ORD0063265,SKU003032,2025-12-10,too tight,325.17,Processed
RET009343,ORD0047858,SKU003204,2025-12-20,Quality issue,1033.45,Processed
RET009344,ORD0066747,SKU004373,2026-07-03,packaging torn item broken,423.53,Processed
RET009345,ORD0082687,SKU005435,2025-08-15,Delayed delivery,577.98,Processed
RET009346,ORD0051335,SKU002292,2025-10-20,arrived damaged!!,367.41,Processed
RET009347,ORD0023679,SKU006697,2025-08-31,Size issue,494.78,Pending
RET009348,ORD0115840,SKU008933,2025-12-31,wrong item sent,260.66,Processed
RET009349,ORD0050935,SKU010843,2025-04-22,fabric quality bad,651.92,Processed
RET009350,ORD0075909,SKU009027,2026-03-17,fabric quality bad,308.35,Processed
RET009351,ORD0109659,SKU001569,2025-06-18,product was cracked,566.34,Processed
RET009352,ORD0109275,SKU000080,2026-03-05,Size issue,1794.3,Pending
RET009353,ORD0111225,SKU004956,2025-10-11,size chart misleading,369.92,Processed
RET009354,ORD0067222,SKU005870,2025-03-02,size chart misleading,672.78,Processed
RET009355,ORD0067071,SKU011487,2025-03-02,fabric quality bad,283.0,Processed
RET009356,ORD0060433,SKU010698,2025-09-22,Damaged in transit,891.4,Processed
RET009357,ORD0116910,SKU001084,2025-12-16,cheap material,429.24,Processed
RET009358,ORD0107024,SKU001139,2026-04-20,SIZE PROBLEM,559.38,Processed
RET009359,ORD0098419,SKU001506,2025-03-28,fabric quality bad,177.19,Processed
RET009360,ORD0065986,SKU011483,2026-05-22,cheap material,259.49,Processed
RET009361,ORD0063416,SKU005504,2026-03-02,packaging torn item broken,2893.09,Pending
RET009362,ORD0023472,SKU007501,2025-12-07,Size issue,621.01,Processed
RET009363,ORD0055396,SKU009752,2025-02-10,product was cracked,657.71,Processed
RET009364,ORD0015548,SKU008323,2025-03-08,wrong colour delivered,1629.81,Processed
RET009365,ORD0114578,SKU005917,2026-12-02,Damaged in transit,781.76,Processed
RET009366,ORD0018885,SKU009205,2025-09-29,received different product,422.94,Processed
RET009367,ORD0097609,SKU003808,2026-12-03,size chart misleading,352.55,Processed
RET009368,ORD0063416,SKU008023,2026-03-12,wrong colour delivered,83.66,Processed
RET009369,ORD0010214,SKU000470,2025-09-05,not as described,916.9,Rejected
RET009370,ORD0092272,SKU010573,2026-02-25,Doesn't fit properly,868.24,Processed
RET009371,ORD0049798,SKU002058,2025-07-08,Quality issue,244.25,Processed
RET009372,ORD0026690,SKU001174,2025-04-30,packaging torn item broken,821.27,Processed
RET009373,ORD0091243,SKU009338,2025-10-17,arrived after event,844.57,Processed
RET009374,ORD0072684,SKU001014,2026-06-21,delivered too late,420.46,Processed
RET009375,ORD0076903,SKU005068,2025-03-03,different from website photo,279.35,Pending
RET009376,ORD0109405,SKU004837,2026-04-14,different sku received,1263.06,Processed
RET009377,ORD0040436,SKU008993,2025-12-18,different from website photo,206.57,Processed
RET009378,ORD0113772,SKU009084,2025-11-20,SIZE PROBLEM,781.41,Processed
RET009379,ORD0051867,SKU008505,2026-04-07,arrived damaged!!,919.8,Pending
RET009380,ORD0053728,SKU009084,2025-01-08,delivered too late,1017.93,Processed
RET009381,ORD0004635,SKU011398,2026-11-21,quality not as expected,1712.58,Processed
RET009382,ORD0116401,SKU005404,2025-05-21,size chart misleading,392.7,Processed
RET009383,ORD0013633,SKU008452,2025-12-03,size chart misleading,664.47,Processed
RET009384,ORD0006657,SKU010523,2025-01-26,quality not as expected,523.81,Processed
RET009385,ORD0105838,SKU004041,2025-11-30,product was cracked,1161.02,Pending
RET009386,ORD0119987,SKU002350,2025-11-10,fabric quality bad,744.27,Pending
RET009387,ORD0109484,SKU004248,2025-09-01,stopped working after a day,1321.76,Processed
RET009388,ORD0105526,SKU002200,2026-12-01,size too small,174.81,Processed
RET009389,ORD0116401,SKU003075,2025-05-26,changed my mind,474.2,Processed
RET009390,ORD0087292,SKU002235,2025-03-06,received different product,827.94,Processed
RET009391,ORD0020616,SKU001830,2026-06-08,too tight,1765.58,Processed
RET009392,ORD0021150,SKU007776,2025-02-13,Damaged in transit,5213.16,Processed
RET009393,ORD0023129,SKU010629,2025-09-08,device faulty,203.71,Processed
RET009394,ORD0054764,SKU000375,2025-11-14,dont want it now,276.0,Pending
RET009395,ORD0118629,SKU012313,2026-02-28,didnt fit,416.88,Processed
RET009396,ORD0050090,SKU003906,2025-01-08,Doesn't fit properly,1119.37,Processed
RET009397,ORD0008230,SKU005710,2025-02-12,not working,602.95,Processed
RET009398,ORD0088850,SKU008292,2025-06-02,size chart misleading,653.92,Processed
RET009399,ORD0118249,SKU002094,2025-09-21,SIZE PROBLEM,496.03,Processed
RET009400,ORD0031471,SKU001420,2025-02-05,size chart misleading,1138.07,Processed
RET009401,ORD0077260,SKU010939,2025-04-20,product was cracked,174.64,Pending
RET009402,ORD0046729,SKU005360,2025-09-05,received different product,1314.56,Pending
RET009403,ORD0049594,SKU005719,2026-01-01,poor quality,1913.25,Processed
RET009404,ORD0035769,SKU011233,2025-05-05,looks different online,162.1,Processed
RET009405,ORD0085398,SKU009289,2026-03-05,packaging torn item broken,1898.28,Processed
RET009406,ORD0117600,SKU002350,2026-03-22,packaging torn item broken,545.26,Processed
RET009407,ORD0012702,SKU009843,2025-08-14,size chart misleading,665.81,Pending
RET009408,ORD0061371,SKU009249,2026-05-12,different sku received,429.27,Processed
RET009409,ORD0035361,SKU009599,2026-03-11,received different product,1353.12,Processed
RET009410,ORD0119758,SKU011298,2025-02-26,misleading description,1585.45,Processed
RET009411,ORD0048660,SKU000436,2025-11-19,late delivery no longer needed,924.71,Processed
RET009412,ORD0073186,SKU001108,2026-11-02,size too small,159.45,Processed
RET009413,ORD0076135,SKU009543,2025-09-13,found cheaper elsewhere,744.5,Processed
RET009414,ORD0059271,SKU001516,2026-05-27,too tight,1196.29,Processed
RET009415,ORD0072728,SKU004223,2026-11-08,wrong colour delivered,1706.68,Processed
RET009416,ORD0037824,SKU004995,2025-02-27,arrived after event,629.82,Processed
RET009417,ORD0116981,SKU012455,2025-11-17,wrong size ordered,741.52,Processed
RET009418,ORD0064826,SKU008959,2025-03-08,no longer needed,378.13,Processed
RET009419,ORD0082322,SKU000346,2025-11-19,not as described,389.63,Processed
RET009420,ORD0028199,SKU001375,2026-04-29,Size issue,353.0,Rejected
RET009421,ORD0035662,SKU012144,2026-11-12,item damaged,3732.37,Processed
RET009422,ORD0045658,SKU007591,2026-10-18,broken on arrival,1194.02,Processed
RET009423,ORD0055276,SKU004198,2026-01-07,Damaged in transit,197.81,Processed
RET009424,ORD0031245,SKU006040,2026-05-09,Not what I ordered,154.49,Processed
RET009425,ORD0042609,SKU011668,2026-01-13,didnt fit,1852.4,Processed
RET009426,ORD0082217,SKU009283,2025-01-28,Not what I ordered,654.69,Processed
RET009427,ORD0001035,SKU000474,2026-03-13,changed my mind,701.03,Processed
RET009428,ORD0106990,SKU009702,2026-02-23,item damaged,607.05,Processed
RET009429,ORD0033230,SKU003726,2026-05-01,delivered too late,2094.7,Processed
RET009430,ORD0072379,SKU001240,2025-04-29,Damaged in transit,2008.4,Processed
RET009431,ORD0116378,SKU005655,2025-11-26,Delayed delivery,2794.57,Processed
RET009432,ORD0001795,SKU004135,2025-09-24,Size issue,2132.21,Processed
RET009433,ORD0065065,SKU008250,2026-05-10,packaging torn item broken,248.11,Pending
RET009434,ORD0053519,SKU011118,2025-05-16,Size issue,1619.83,Processed
RET009435,ORD0079956,SKU002473,2025-09-01,delivered too late,250.15,Processed
RET009436,ORD0077622,SKU007868,2025-06-23,battery dead,220.4,Processed
RET009437,ORD0047798,SKU002701,2025-09-14,battery dead,2565.48,Processed
RET009438,ORD0053446,SKU004061,2025-05-10,size too small,85.16,Processed
RET009439,ORD0019877,SKU011478,2026-03-16,Doesn't fit properly,1249.1,Processed
RET009440,ORD0047413,SKU001961,2025-11-06,device faulty,988.05,Processed
RET009441,ORD0013005,SKU003640,2025-08-04,fabric quality bad,143.84,Processed
RET009442,ORD0064017,SKU003322,2025-02-08,not working,1953.22,Processed
RET009443,ORD0064999,SKU001118,2026-03-02,arrived damaged!!,383.25,Processed
RET009444,ORD0052859,SKU009963,2026-07-11,wrong colour delivered,531.68,Processed
RET009445,ORD0051288,SKU002341,2026-03-05,Damaged in transit,347.39,Rejected
RET009446,ORD0080966,SKU001587,2025-12-12,wrong item sent,411.82,Processed
RET009447,ORD0117769,SKU007402,2026-06-08,device faulty,575.91,Pending
RET009448,ORD0056737,SKU000411,2025-07-27,packaging torn item broken,1116.65,Processed
RET009449,ORD0107206,SKU000670,2026-06-16,Quality issue,522.39,Processed
RET009450,ORD0099296,SKU006224,2025-08-11,size too small,469.49,Processed
RET009451,ORD0026505,SKU008830,2026-01-02,cheap material,529.53,Processed
RET009452,ORD0002122,SKU003359,2025-04-28,delivered too late,835.77,Pending
RET009453,ORD0047611,SKU005614,2025-11-28,wrong colour delivered,1330.51,Processed
RET009454,ORD0008497,SKU009771,2026-06-22,cheap material,62.22,Processed
RET009455,ORD0010406,SKU000751,2026-07-02,different sku received,1682.03,Processed
RET009456,ORD0054119,SKU006595,2025-12-07,Not what I ordered,344.97,Processed
RET009457,ORD0000800,SKU001767,2025-02-19,wrong item sent,343.31,Processed
RET009458,ORD0042632,SKU005492,2025-12-10,stopped working after a day,765.12,Processed
RET009459,ORD0052238,SKU002842,2025-02-27,device faulty,367.43,Processed
RET009460,ORD0061719,SKU009483,2025-02-28,late delivery no longer needed,481.4,Processed
RET009461,ORD0109846,SKU007563,2026-06-30,SIZE PROBLEM,2693.34,Processed
RET009462,ORD0114353,SKU005618,2025-05-19,Quality issue,844.91,Processed
RET009463,ORD0006584,SKU000494,2025-10-23,size too small,2720.26,Pending
RET009464,ORD0077470,SKU011278,2026-01-23,arrived after event,611.73,Processed
RET009465,ORD0069071,SKU011412,2025-04-14,different from website photo,242.13,Processed
RET009466,ORD0061066,SKU011723,2025-12-12,product was cracked,360.49,Processed
RET009467,ORD0088483,SKU004216,2026-11-10,cheap material,818.82,Processed
RET009468,ORD0003402,SKU001251,2025-05-21,looks different online,1134.2,Pending
RET009469,ORD0062408,SKU002656,2025-12-05,cheap material,465.03,Processed
RET009470,ORD0055143,SKU002451,2025-10-30,received different product,634.88,Processed
RET009471,ORD0045194,SKU002900,2025-05-30,wrong item sent,407.37,Processed
RET009472,ORD0095734,SKU000022,2026-01-04,found cheaper elsewhere,1545.35,Processed
RET009473,ORD0062939,SKU007598,2025-05-15,dont want it now,359.04,Processed
RET009474,ORD0042821,SKU001435,2025-04-04,colour different from image,237.48,Pending
RET009475,ORD0111387,SKU004947,2025-11-02,wrong size ordered,1107.68,Processed
RET009476,ORD0082118,SKU007010,2025-09-26,wrong size ordered,816.15,Processed
RET009477,ORD0054094,SKU010239,2026-07-07,misleading description,712.55,Processed
RET009478,ORD0032592,SKU008278,2025-10-20,size chart misleading,2221.64,Rejected
RET009479,ORD0116350,SKU008905,2026-10-17,Damaged in transit,266.08,Processed
RET009480,ORD0018244,SKU007656,2025-05-08,different from website photo,1197.9,Processed
RET009481,ORD0068888,SKU000259,2025-02-15,wrong size ordered,362.71,Pending
RET009482,ORD0066297,SKU006571,2025-11-26,Doesn't fit properly,3145.82,Processed
RET009483,ORD0035676,SKU010318,2025-11-05,too tight,153.26,Processed
RET009484,ORD0076633,SKU012385,2026-03-11,size too small,931.58,Processed
RET009485,ORD0027663,SKU004770,2025-11-04,too tight,956.07,Processed
RET009486,ORD0054391,SKU007959,2025-01-16,arrived after event,639.28,Pending
RET009487,ORD0114235,SKU007244,2026-03-06,different sku received,1509.27,Pending
RET009488,ORD0112368,SKU007727,2026-03-26,Size issue,595.76,Processed
RET009489,ORD0079938,SKU004980,2026-12-05,Quality issue,661.83,Processed
RET009490,ORD0075867,SKU003764,2026-01-01,size chart misleading,314.86,Processed
RET009491,ORD0008435,SKU010624,2025-02-19,different sku received,572.12,Processed
RET009492,ORD0051766,SKU007562,2026-02-04,SIZE PROBLEM,3375.98,Pending
RET009493,ORD0081860,SKU009077,2025-03-19,wrong size ordered,343.64,Processed
RET009494,ORD0108839,SKU003852,2025-12-13,wrong size ordered,543.01,Processed
RET009495,ORD0081256,SKU008084,2026-11-17,cheap material,1335.38,Processed
RET009496,ORD0040454,SKU006569,2025-10-22,different sku received,1273.81,Pending
RET009497,ORD0113929,SKU003486,2025-02-14,packaging torn item broken,699.22,Rejected
RET009498,ORD0116648,SKU005153,2025-07-12,arrived after event,723.99,Processed
RET009499,ORD0033417,SKU006289,2025-09-02,item damaged,2547.1,Processed
RET009500,ORD0034202,SKU005846,2025-11-04,delivered too late,724.76,Processed
RET009501,ORD0050687,SKU006805,2025-08-23,delivered too late,1657.52,Processed
RET009502,ORD0062728,SKU003209,2025-02-05,wrong colour delivered,331.7,Processed
RET009503,ORD0117780,SKU000269,2025-11-19,SIZE PROBLEM,547.94,Processed
RET009504,ORD0087922,SKU005191,2025-03-09,ordered by mistake,262.2,Rejected
RET009505,ORD0061517,SKU007543,2026-06-14,different from website photo,700.96,Processed
RET009506,ORD0003680,SKU000933,2025-08-30,broken on arrival,536.95,Processed
RET009507,ORD0033417,SKU009042,2025-08-14,Size issue,369.9,Processed
RET009508,ORD0078864,SKU007105,2026-07-12,size too small,1964.97,Pending
